Артикул;Наименование;Св.;Св.+Тр.;Б.Тр.;Цена, usd;Цена, руб.;Доп.;Гар.;Производитель;Категория;Раздел;Вес [кг];Объём [л]
AT-8000S/48;"Allied Telesis 48 x10/100TX + 2x10/100/1000T or SFP, managed L2, Stackable, up to 6 units, 19"" rackmount hardware included";много;много;;780;;;5 лет;Allied Telesis;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.45;24,30
AT-8000GS/48-50;Allied Telesis Layer 2 switch with 48-10/100/1000Base-T ports plus 4 active SFP slots (unpopulated);много;много;;1260;;;Пожизненно;Allied Telesis;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;5.25;22,07
AT-9000/28SP;Allied Telesis Gigabit managed ‘Green’ switch with 24 100/1000Mbps SFP ports and 4 10/100/1000T or SFP combo ports;много;много;;1040;;;Пожизненно;Allied Telesis;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;5.00;20,90
AT-x210-24GT-50;Allied Telesis L2+ switch with 20 x 10/100/1000TX ports and 4 100/1000TX / SFP combo ports (24 ports total);2;2;;1030;;;;Allied Telesis;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.30;31,91
N2024-ABNV-01;Dell Networking N2024,L2,24 порта 1Гб/с+2 фикс.порта SFP+ 10Гб/с,возм.объед.;0;2;;;104757.5;Нов.;;Dell;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;18.00;154,79
N2048-ABNX-01;Dell Networking N2048,L2,48 п-тов 1 Гбит/с+2 фикс.п-та SFP+ 10 Гбит/с,;0;2;;;159101.79999999999;Нов.;;Dell;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;18.00;154,79
DGS-1100-05/A1A;D-Link DGS-1100-05, EasySmart Switch 5 x 10/100/1000BASE-T ports;много;много;;35.700000000000003;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;1.50;3,78
DES-3200-52P/C1A;D-Link DES-3200-52P/C1A, 48 Port PoE 10/100Mbps Power Over Ethernet + 2 10/100/1000BASE-T + 2 Combo 10/100/1000 BASE-T / 100/1000 SFP;много;много;;792.78;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;7.00;54,45
DWS-3160-24TC/A2A;D-Link DWS-3160-24TC, L2+ Unified Wired/Wireless Gigabit Switch;0;0;;924.91;;;1 год;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.00;16,11
DGS-1100-08/A1A;D-Link DGS-1100-08, 8 10/100/1000BASE-T ports Easy Smart Gigabit Ethernet Switches with Web;много;много;;45.84;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;0.40;3,40
DGS-3120-24TC/B1ARI;D-Link DGS-3120-24TC/B1ARI, 24-Port Managed L3 Gigabit Switch;много;много;;594.95000000000005;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.00;15,62
DES-3200-10/C1A;D-Link DES-3200-10, 8 Port 10/100Mbps + 1 100/1000 SFP + 1 Combo 10/100/1000 BASE-T / 100/1000 SFP L2 Management Switch;много;много;;158.41;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.50;9,23
DGS-3000-24TC/A1A;D-Link DGS-3000-24TC, 26-Port Management L2 Gigabit Switch;много;много;;295.5;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.50;15,76
DGS-3120-24SC/B1ARI;D-Link DGS-3120-24SC/B1ARI, 24-Port Managed L3 Gigabit Switch;мало;мало;;792.78;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.00;17,67
DGS-3620-28SC/A1AEI;D-Link DGS-3620-28SC/A1AEI, L3 Stackable Managed Gigabit Switch with 20 SFP ports + 4 Combo ports 10/100/1000Base-T/SFP and 4 10G SFP+ ports;1;1;;2378.34;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.50;32,02
DGS-3620-52T/A1AEI;D-Link DGS-3620-52T/A1AEI, L3 Stackable Managed Gigabit Switch with 48 10/100/1000Base-T ports and 4 10G SFP+ ports;1;1;;4096.03;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;7.30;50,49
DGS-3120-24PC/B1ARI;D-Link DGS-3120-24PC/B1ARI, 24-Port Managed L3 Gigabit Switch, PoE support;0 *;0;;1123.47;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.50;28,22
DES-1228/ME/B1A;D-Link DES-1228/ME/B1A, 24-Port 10/100Mbps + 2 100/1000 SFP + 2 Combo 1000BASE-T/SFP L2 MetroEthernet Switch;много;много;;158.41;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.50;17,36
DES-3200-26/C1A;D-Link DES-3200-26, 24-Port 10/100Mbps + 2 Combo 10/100/1000BASE-T/SFP L2 Management Switch;много;много;;237.98;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.05;17,36
DWS-3160-24PC/A2A;D-Link DWS-3160-24PC, L2+ Unified Wired/Wireless Gigabit PoE Switch;0;0;;1784.12;;;1 год;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;7.00;29,35
DES-3810-52/A1AEI;D-Link DES-3810-52, 48-Port 10/100Mbps + 2 SFP + 2 Combo 1000Base-T/SFP L3 Managed Switch;0;0;;1136.6099999999999;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.00;34,09
DES-3810-28/A1AEI;D-Link DES-3810-28, 24-Port 10/100Mbps + 4 Combo 1000BASE-T/SFP L3 Managed Switch (DES-3810-28/A1AEI);0;0;;594.95000000000005;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.60;17,90
DGS-3420-28SC/B1A;D-Link DGS-3420-28SC/B1A, 24-ports SFP L2+ Stackable Management Switch with 4 Combo ports 10/100/1000Base-T/SFP and 4-ports SFP+;много;много;;1241.73;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.00;24,68
DGS-1510-28P/A1A;D-Link DGS-1510-28P/A1A, Gigabit Stackable SmartPro Switch with 24 10/100/1000Base-T PoE ports, 2 Gigabit SFP, 2 10G SFP+ ports;много;много;;594.95000000000005;;;;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.00;16,38
DGS-3420-52T/B1A;D-Link DGS-3420-52T/B1A, 48-ports 10/100/1000Base-T L2+ Stackable Management Switch with 4-ports SFP+;0 *;0;;1942.53;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;1.50;47,49
DGS-3120-24SC/B1AEI;D-Link DGS-3120-24SC/B1AEI, 24-Port Managed L2+ Gigabit Switch, physical stacking;2;2;;727.08;;;;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.00;17,85
DGS-1100-06/ME/A1B;D-Link DGS-1100-06/ME/A1B, 5 10/100/1000Base-T ports and 1 SFP port Metro CPE;мало;много;;58.55;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;1.20;6,89
DGS-3620-52T/B1AEI;D-Link DGS-3620-52T/B1AEI, L3 Stackable Managed Gigabit Switch with 48 10/100/1000Base-T ports and 4 10G SFP+ ports;много;много;;4096.03;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;7.20;47,52
DGS-3420-52P/B1A;D-Link DGS-3420-52P/B1A , L2+ Stackable Managed Gigabit Switch with 48 10/100/1000Base-T PoE ports and 4 10G SFP+ ports;0;0;;2576.9;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;8.40;43,44
DGS-1210-28/ME/A1A;D-Link DGS-1210-28/ME/A1A, Managed Gigabit Switch with 24 10/100/1000Base-T + 4 SFP Ports;0;0;;237.98;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.80;19,53
DGS-1210-10/ME/A1A;D-Link DGS-1210-10/ME/A1A, Коммутатор;много;много;;158.41;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.80;6,50
DGS-1100-24/A1A;D-Link DGS-1100-24/A1A, 24-port 10/100/1000Base-T compact 11” EasySmart switch;много;много;;128.47999999999999;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.80;9,00
DGS-3620-28TC/B1AEI;D-Link DGS-3620-28TC/B1AEI, L3 Stackable Managed Gigabit Switch with 20 10/100/1000Base-T ports + 4 Combo ports 10/100/1000Base-T/SFP and 4 10G SFP+ ports;много;много;;2312.64;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.20;27,54
DES-3200-28F/C1A;D-Link DES-3200-28F/C1A, 24-Port 100Mbps SFP open slots + 4 Combo 1000BASE-T/SFP L2 Management Switch;много;много;;422.67;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.80;16,49
DWC-2000/A1A;D-Link DWC-2000/A1A, Wireless Controller;2;2;;1295.02;;;1 год;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;5.60;27,54
DGS-1510-52X/A1A;D-Link DGS-1510-52X/A1A, Gigabit Stackable SmartPro Switch with 48 10/100/1000Base-T ports, 4 10G SFP+ ports;много;много;;700.07;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;4.00;20,35
DGS-1510-28X/A1A;D-Link DGS-1510-28X/A1A, Gigabit Stackable SmartPro Switch with 24 10/100/1000Base-T ports, 4 10G SFP+ ports;0 *;0;;343.83;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;3.00;16,07
DGS-3620-28SC/B1AEI;D-Link DGS-3620-28SC/B1AEI, L3 Stackable Managed Gigabit Switch with 20 SFP ports + 4 Combo ports 10/100/1000Base-T/SFP and 4 10G SFP+ ports;0;0;;2378.34;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.20;31,32
DGS-1100-10/ME/A1A;D-Link DGS-1100-10/ME/A1A, 8-Port 10/100/1000Base-T ports + 2 combo 100/1000Base-T/SFP ports Metro Ethernet Switch;много;много;;78.84;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;1.20;6,50
DGS-1100-26/B1A;D-Link DGS-1100-26/B1A, Коммутатор;много;много;;145.34;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.50;11,88
DGS-3420-26SC;D-Link DGS-3420-26SC, 24-ports SFP L2+ Stackable Management Switch with 4 Combo ports 10/100/1000Base-T/SFP and 2-ports SFP+;много;много;;1109.5999999999999;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;6.50;18,10
DES-3200-18/C1A;D-Link DES-3200-18, 16-Port 10/100Mbps + 1 100/1000 SFP + 1 Combo 1000BASE-T/SFP L2 Management Switch;много;много;;211.7;;;Пожизненная;D-Link;Коммутаторы для рабочих групп;08. Сетевое оборудование -> Локальные сети -> Управляемые коммутаторы;2.80;10,80
